,PRODUCT_ID,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT,MEAT_TYPE
3191,304476,2951,MEAT,National,BEEF,FLANK, ,BOVINE
3196,307003,69,MEAT-PCKGD,Private,LUNCHMEAT,LOAVE,16 OZ,UNKNOWN
3214,311399,2635,MEAT-PCKGD,National,LUNCHMEAT,HAM,12 OZ,PORK
3215,311790,4032,MEAT,National,PORK,RIBS, ,PORK
3226,313888,2635,MEAT-PCKGD,National,HOT DOGS,ECONOMY - MEAT,12 OZ,UNKNOWN
3232,315216,2938,MEAT,National,BEEF,CHOICE BEEF, ,BOVINE
3236,316011,5,MEAT,Private,(CORP USE ONLY),MEAT DEPT KEY RINGS, ,UNKNOWN
3238,316244,69,DELI,Private,CHICKEN/POULTRY,CHIX: ROTISSERIE (HOT), ,POULTRY
3241,317156,3284,SEAFOOD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-RW-ALL, ,SEAFOOD
3260,323946,4704,MEAT,National,BEEF,KABOBS BEEF, ,BOVINE
3284,329095,604,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED - BETTER FOR YOU,12 OZ,PORK
3301,332236,1774,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,16 OZ,UNKNOWN
3306,332873,3455,MEAT,National,PORK,ENHANCED, ,PORK
3312,334423,69,MEAT-PCKGD,Private,BACON,BETTER FOR YOU,16 OZ,PORK
3325,340329,3823,MEAT,National,BEEF,NATURAL BEEF, ,BOVINE
3328,340684,3311,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-SALMON, ,SEAFOOD
3329,340905,1774,MEAT-PCKGD,National,FROZEN MEAT,CORN DOGS,16 OZ,UNKNOWN
3342,344170,4307,MEAT,National,CHICKEN,WHOLE CHICKEN (ROASTERS/FRYER), ,POULTRY
3352,348386,4309,MEAT,National,CHICKEN,CHICKEN BREAST BONE IN, ,POULTRY
3356,349806,3042,MEAT,National,PORK,DRY, ,PORK
3370,354315,4688,MEAT,National,CHICKEN,CHICKEN BREAST BONELESS, ,POULTRY
3371,354632,2893,MEAT,National,BEEF,CHOICE BEEF, ,BOVINE
3374,355932,3729,DELI,National,DELI MEATS,MEAT: CHICKEN BULK, ,POULTRY
3380,357169,69,MEAT-PCKGD,Private,LUNCHMEAT,PEPPERONI/SALAMI,8 OZ,PORK
3382,357567,4173,MEAT,National,CHICKEN,CHICKEN THIGHS, ,POULTRY
3383,357735,2924,MEAT,National,BEEF,CHOICE BEEF, ,BOVINE
3388,359492,2083,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,24 OZ,POULTRY
3410,363658,3025,MEAT,National,PORK,RIBS, ,PORK
3413,366165,3737,DELI,National,DELI MEATS,MEAT: TURKEY BULK, ,POULTRY
3415,366441,4213,DELI,National,DELI MEATS,MEAT:HAM BULK, ,PORK
3416,366758,3466,MEAT,National,PORK,RIBS, ,PORK
3417,366802,69,MEAT-PCKGD,Private,MEAT - MISC,GRND/PATTY - FROZEN,3 LB,UNKNOWN
3418,366871,2872,MEAT,National,BEEF,CHOICE BEEF, ,BOVINE
3421,369134,4184,MEAT,National,CHICKEN,CHICKEN BREAST BONELESS, ,POULTRY
3422,369339,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,4.5 OZ,SEAFOOD
3423,369438,3423,MEAT,National,BEEF,NATURAL BEEF, ,BOVINE
3424,369506,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,4.5 OZ,SEAFOOD
3429,370113,3494,MEAT,National,PORK,ENHANCED, ,PORK
3432,371166,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN BREADED PREPARED CHICK,27 OZ,POULTRY
3445,373795,3723,DELI,National,DELI MEATS,MEAT:HAM BULK, ,PORK
3459,376193,1548,MEAT-PCKGD,National,BACON,FLAVORED/OTHER,16 OZ,PORK
3461,377218,1794,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - FLAVORED/OTHER,16 OZ,PORK
3463,377504,3661,MEAT,National,BEEF,LEAN, ,BOVINE
3471,378794,69,MEAT,Private,BEEF,LEAN,5 LB,BOVINE
3472,379168,2934,MEAT,National,BEEF,SELECT BEEF, ,BOVINE
3474,380266,4301,MEAT,National,CHICKEN,CHICKEN THIGHS, ,POULTRY
3478,380786,3426,MEAT,National,BEEF,SELECT BEEF, ,BOVINE
3482,381946,4729,MEAT,National,BEEF,PRIMAL, ,BOVINE
3484,382255,608,GROCERY,National,FRZN MEAT/MEAT DINNERS,FRZN BREADED PREPARED CHICK,28.8 OZ,POULTRY
3486,382344,1794,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - FLAVORED/OTHER,16 OZ,PORK
3493,384254,4847,MEAT,National,SMOKED MEATS,HAMS-HALF/PORT BONE-IN, ,PORK
3496,384912,4303,MEAT,National,CHICKEN,CHICKEN BREAST BONELESS, ,POULTRY
3501,385498,4759,MEAT,National,PORK,BUTTS, ,PORK
3502,386138,4338,MEAT,National,PORK,RIBS, ,PORK
3510,388636,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,2 LB,SEAFOOD
3514,389118,4221,DELI,National,DELI MEATS,MEAT: TURKEY BULK, ,POULTRY
3517,389562,4333,MEAT,National,PORK,DRY, ,PORK
3533,392444,4183,MEAT,National,CHICKEN,WHOLE CHICKEN (ROASTERS/FRYER), ,POULTRY
3536,393029,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,2.6 OZ,SEAFOOD
3553,396165,3726,DELI,National,DELI MEATS,MEAT:HAM BULK, ,PORK
3557,396830,2913,MEAT,National,BEEF,CHOICE BEEF, ,BOVINE
3562,397656,4348,MEAT,National,PORK,DRY, ,PORK
3572,398997,69,MEAT-PCKGD,Private,MEAT - MISC,GRND/PATTY - FROZEN,3 LB,UNKNOWN
3586,400674,2972,MEAT,National,BEEF,KABOBS, ,BOVINE
3597,402896,69,MEAT-PCKGD,Private,BACON,PRE-COOKED,2.1 OZ,PORK
3599,403066,397,GROCERY,National,MEAT - SHELF STABLE,CHUNK MEATS - ALL,12.5 OZ,UNKNOWN
3602,403231,1548,MEAT-PCKGD,National,BACON,FLAVORED/OTHER,1 LB,PORK
3609,404022,69,MEAT-PCKGD,Private,MEAT - MISC,GRND/PATTY - FROZEN,3 LB,UNKNOWN
3612,404277,69,MEAT-PCKGD,Private,FROZEN MEAT,CORN DOGS,27 OZ,UNKNOWN
3624,405047,3475,MEAT,National,PORK,ENHANCED, ,PORK
3632,405930,4547,DELI,National,CHICKEN/POULTRY,CHIX:VALUE ADDED (COLD), ,POULTRY
3643,407547,69,MEAT-PCKGD,Private,FROZEN MEAT,CORN DOGS,1 LB,UNKNOWN
3650,408450,3520,DELI,National,DELI MEATS,MEAT:HAM BULK, ,PORK
3664,410214,397,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,12 OZ,POULTRY
3668,410569,4184,MEAT,National,CHICKEN,CHICKEN BREAST BONELESS, ,POULTRY
3670,410713,4831,MEAT,National,SMOKED MEATS,HAMS-WHOLE BONE-IN, ,PORK
3679,412086,2970,MEAT,National,BEEF,CUBED MEATS, ,BOVINE
3680,412101,2877,MEAT,National,BEEF,CHOICE BEEF, ,BOVINE
3683,412400,3973,MEAT,National,CHICKEN,WHOLE CHICKEN (ROASTERS/FRYER), ,POULTRY
3685,412587,397,MEAT-PCKGD,National,BACON,PRE-COOKED,6.6 OZ,PORK
3698,414464,4881,DELI,National,DELI MEATS,MEAT:HAM BULK, ,PORK
3705,415384,3430,MEAT,National,BEEF,SELECT BEEF, ,BOVINE
3730,419497,4308,MEAT,National,CHICKEN,WHOLE CHICKEN (ROASTERS/FRYER), ,POULTRY
3736,420436,1815,GROCERY,National,FRZN MEAT/MEAT DINNERS,CHICKEN-FULLY COOKED,6 OZ,POULTRY
3741,421014,4500,DELI,National,DELI MEATS,MEAT: BEEF BULK, ,BOVINE
3749,422090,2971,MEAT,National,BEEF,CUBED MEATS, ,BOVINE
3752,423151,4879,DELI,National,DELI MEATS,MEAT:HAM BULK, ,PORK
3754,423175,2880,MEAT,National,BEEF,CHOICE BEEF, ,BOVINE
3759,423877,4177,MEAT,National,CHICKEN,WHOLE CHICKEN (ROASTERS/FRYER), ,POULTRY
3763,424719,3660,MEAT,National,BEEF,LEAN, ,BOVINE
3765,425032,4182,MEAT,National,CHICKEN,CHICKEN BREAST BONE IN, ,POULTRY
3785,428947,3489,MEAT,National,PORK,ENHANCED, ,PORK
3793,429988,4178,MEAT,National,CHICKEN,CHICKEN BREAST BONE IN, ,POULTRY
3799,431546,2871,MEAT,National,BEEF,RIBS, ,BOVINE
3801,431608,3474,MEAT,National,PORK,ENHANCED, ,PORK
3812,433367,4728,MEAT,National,BEEF,LEAN, ,BOVINE
3817,433965,2896,MEAT,National,BEEF,RIBS, ,BOVINE
3819,434508,3663,MEAT,National,BEEF,PRIMAL, ,BOVINE
3827,435391,3493,MEAT,National,PORK,ENHANCED, ,PORK
3828,435602,3006,MEAT,National,LAMB,ROUND/LEG, ,OVINE
3829,435635,4298,MEAT,National,CHICKEN,CHICKEN BREAST BONE IN, ,POULTRY
3833,435973,397,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,5.5 OZ,POULTRY
3845,438172,4342,MEAT,National,PORK,DRY, ,PORK
3855,439933,1275,MEAT-PCKGD,National,LUNCHMEAT,HAM,16 OZ,PORK
3862,441649,1107,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,6 OZ,POULTRY
3864,442351,2209,MEAT-PCKGD,National,MEAT - MISC,SNACK MEAT,12 OZ,UNKNOWN
3865,442456,1107,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED - BETTER FOR YOU,14 OZ,PORK
3880,445172,4035,MEAT,National,PORK,ENHANCED, ,PORK
3898,449370,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,5.0 OZ,SEAFOOD
3908,450643,4179,MEAT,National,CHICKEN,DRUMS, ,POULTRY
3951,459467,69,MEAT,Private,BEEF,PRIMAL,1 LB,BOVINE
3973,466039,1107,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,6 OZ,POULTRY
3981,467401,1548,MEAT,National,SMOKED MEATS,HAM - STEAKS/SLICES/CUBES,8 OZ,PORK
4003,471693,4062,MEAT,National,PORK,RIBS - SPARE RIB/BACK RIB, ,PORK
4010,472364,4055,MEAT,National,PORK,LOIN - CHOPS BONELESS, ,PORK
4015,473200,2829,MEAT,National,BEEF,SELECT BEEF, ,BOVINE
4017,473690,4730,MEAT,National,BEEF,GRND/PATTY - CHUCK, ,BOVINE
4024,475616,1999,GROCERY,National,MEAT - SHELF STABLE,CHUNK MEATS - ALL,5 OZ,UNKNOWN
4029,476014,1094,MEAT-PCKGD,National,HOT DOGS,BETTER FOR YOU,16 OZ,UNKNOWN
4035,476476,1089,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,5 OZ,POULTRY
4045,477584,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,11.55 OZ,UNKNOWN
4047,477956,1999,GROCERY,National,MEAT - SHELF STABLE,CHUNK MEATS - ALL,10 OZ,UNKNOWN
4074,482597,1138,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,PORK
4076,482618,1584,MEAT-PCKGD,National,FROZEN MEAT,SNACKS/APPETIZERS,30 OZ,UNKNOWN
4110,488187,69,MEAT,Private,BEEF,LEAN,5 LB,BOVINE
4124,490823,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,2 LB,SEAFOOD
4127,491051,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,5.5 OZ,SEAFOOD
4129,491618,4182,MEAT,National,CHICKEN,CHICKEN BREAST BONE IN, ,POULTRY
4133,492004,1018,MEAT-PCKGD,National,HOT DOGS,BETTER FOR YOU,16 OZ,UNKNOWN
4140,492628,1275,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,1 LB,POULTRY
4153,495179,2219,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,PATTIES - RAW,9.6 OZ,PORK
4158,496015,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,12.45 OZ,UNKNOWN
4173,498586,3998,MEAT,National,BEEF,SELECT BEEF, ,BOVINE
4175,499517,69,DELI,Private,DELI MEATS,MEAT: TURKEY PPK/PRESLC,7 OZ,POULTRY
4182,501112,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,1 LB,SEAFOOD
4185,501597,2244,DELI,National,DELI MEATS,MEAT: HAM PPK/PRSLC,8 OZ,PORK
4186,501675,3395,SEAFOOD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-RW-ALL, ,SEAFOOD
4201,503495,2840,MEAT,National,BEEF,SELECT BEEF, ,BOVINE
4207,504521,69,DELI,Private,CHICKEN/POULTRY,CHIX: ROTISSERIE (HOT), ,POULTRY
4221,506756,397,MEAT-PCKGD,National,MEAT - MISC,BREAST - BONELESS(IQF),2.5 LB,POULTRY
4238,509689,1230,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,6 OZ,POULTRY
4247,511377,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,26 OZ,POULTRY
4252,513445,1138,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,12.2 OZ,UNKNOWN
4275,516994,1107,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,16 OZ,POULTRY
4304,524050,2311,MEAT-PCKGD,National,BACON,ECONOMY,24 OZ,PORK
4308,524374,2821,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
4311,524567,4499,DELI,National,DELI MEATS,MEAT: TURKEY BULK, ,POULTRY
4314,524759,69,MEAT-PCKGD,Private,FROZEN MEAT,FRZN BURGERS/BBQ/MEATBALL,12 OZ,UNKNOWN
4319,525750,4008,MEAT,National,BEEF,PRIMAL, ,BOVINE
4321,526402,1089,MEAT-PCKGD,National,LUNCHMEAT,HAM,5 OZ,PORK
4334,529379,4314,MEAT,National,CHICKEN,CHICKEN BREAST BONELESS, ,POULTRY
4336,529523,4177,MEAT,National,CHICKEN,WHOLE CHICKEN (ROASTERS/FRYER), ,POULTRY
4342,532397,1094,MEAT-PCKGD,National,LUNCHMEAT,VARIETY PACK,9 OZ,UNKNOWN
4371,537818,69,GROCERY,Private,SEAFOOD - SHELF STABLE,TUNA,6 OZ,SEAFOOD
4379,538820,1089,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,5 OZ.,POULTRY
4386,539951,1719,MEAT-PCKGD,National,BACON,BETTER FOR YOU,12 OZ,PORK
4413,545410,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,25 OZ,POULTRY
4426,547867,1815,MEAT-PCKGD,National,HEAT/SERVE,CHICKEN-FULLY COOKED,9 OZ,POULTRY
4434,549097,69,DELI,Private,DELI MEATS,MEAT: TURKEY PPK/PRESLC,7 OZ,POULTRY
4440,549868,3730,DELI,National,DELI MEATS,MEAT: TURKEY BULK, ,POULTRY
4462,554611,1089,MEAT-PCKGD,National,LUNCHMEAT,HAM,9 OZ,PORK
4529,566175,3284,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-RAW FINFISH-OTHER, ,SEAFOOD
4565,572514,4308,MEAT,National,CHICKEN,WHOLE CHICKEN (ROASTERS/FRYER), ,POULTRY
4586,576928,69,GROCERY,Private,SEAFOOD - SHELF STABLE,MISC.CND SEAFOODS (CRABETC),2 OZ,SEAFOOD
4587,576942,1107,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED - BETTER FOR YOU,14 OZ,PORK
4600,579222,2209,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,12 OZ,PORK
4621,584394,69,MEAT,Private,BEEF,LEAN,1 LB,BOVINE
4624,584742,1912,MEAT-PCKGD,National,BACON,ECONOMY,12 OZ,PORK
4629,585818,4057,MEAT,National,PORK,ENHANCED, ,PORK
4642,590582,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,16 OZ,POULTRY
4643,590975,69,GROCERY,Private,MEAT - SHELF STABLE,VIENNA SAUSAGE,5 OZ,PORK
4670,595517,69,MEAT-PCKGD,Private,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,12 OZ,PORK
4693,599939,4478,DELI,National,DELI MEATS,MEAT: CHICKEN BULK, ,POULTRY
4705,601691,5966,MEAT-PCKGD,National,HOT DOGS,ECONOMY - MEAT,16 OZ,UNKNOWN
4710,603330,4732,MEAT,National,BEEF,GRND/PATTY - ROUND, ,BOVINE
4741,611498,3291,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-RAW FINFISH-OTHER, ,SEAFOOD
4748,612166,3341,SEAFOOD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-RW-ALL, ,SEAFOOD
4750,612510,69,MEAT-PCKGD,Private,MEAT - MISC,BREAST - BONELESS(IQF),3 LB,POULTRY
4759,613839,5226,MEAT-PCKGD,National,HOT DOGS,HOT DOGS-BEEF,16 OZ,BOVINE
4782,617819,3392,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-SHRIMP, ,SEAFOOD
4789,619561,1094,MEAT-PCKGD,National,BACON,PREMIUM,12 OZ,PORK
4825,627009,213,GROCERY,National,MEAT - SHELF STABLE,VIENNA SAUSAGE,5 OZ,PORK
4831,628569,69,MEAT-PCKGD,Private,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,20 OZ,PORK
4835,629227,4234,DELI,National,DELI MEATS,MEAT: LUNCHMEAT BULK, ,UNKNOWN
4838,629950,69,MEAT-PCKGD,Private,DINNER SAUSAGE,FRESH,18 OZ,PORK
4846,631812,1548,MEAT-PCKGD,National,BACON,ECONOMY,16 OZ,PORK
4894,640403,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,4.5 OZ,UNKNOWN
4895,640559,4149,DELI,National,CHICKEN/POULTRY,CHIX:FRD 8PC/CUT UP (HOT), ,POULTRY
4897,640678,4827,MEAT,National,SMOKED MEATS,OFFALS, ,UNKNOWN
4904,642334,1107,MEAT-PCKGD,National,LUNCHMEAT,VARIETY PACK,12 OZ,UNKNOWN
4905,642430,1230,MEAT-PCKGD,National,BACON,ECONOMY,12 OZ,PORK
4906,642584,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,16 OZ,SEAFOOD
4940,648042,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,10 OZ,SEAFOOD
4945,649483,3995,MEAT,National,BEEF,RIB - STK/CHP/SLC, ,BOVINE
4961,652482,69,MEAT-PCKGD,Private,FROZEN MEAT,FRZN BREADED PREPARED CHICK,28 OZ,POULTRY
4980,655607,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,2.6 OZ,SEAFOOD
4989,657465,1089,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,5 OZ.,POULTRY
5010,661362,1094,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,16 OZ,UNKNOWN
5014,662813,4184,MEAT,National,CHICKEN,CHICKEN BREAST BONELESS, ,POULTRY
5028,666765,1548,MEAT-PCKGD,National,BACON,ECONOMY,16 OZ,PORK
5031,666984,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,4.5 OZ,UNKNOWN
5044,670269,1094,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,10 OZ,POULTRY
5045,670370,2800,MEAT,National,BEEF,CHUCK/SHLDR - ROAST, ,BOVINE
5047,670556,2835,MEAT,National,BEEF,SELECT BEEF, ,BOVINE
5077,676647,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,10.5 OZ,POULTRY
5081,677582,4307,MEAT,National,CHICKEN,WHOLE CHICKEN (ROASTERS/FRYER), ,POULTRY
5100,679919,69,MEAT-PCKGD,Private,MEAT - MISC,GRND/PATTY - FROZEN,3 LB,UNKNOWN
5104,680389,1138,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,8.11 OZ,UNKNOWN
5116,682065,1764,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1 LB,PORK
5131,684567,5226,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,16 OZ,UNKNOWN
5171,693577,3732,DELI,National,DELI MEATS,MEAT: TURKEY BULK, ,POULTRY
5190,697173,1764,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1 LB,PORK
5197,698193,1094,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,8 OZ,UNKNOWN
5201,699055,5966,MEAT-PCKGD,National,HOT DOGS,ECONOMY - MEAT,3 LB,UNKNOWN
5216,701381,69,MEAT-PCKGD,Private,DINNER SAUSAGE,FRESH,18 OZ,PORK
5239,706514,1138,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,3.3 OZ,UNKNOWN
5252,709249,318,MEAT,National,SMOKED MEATS,HAMS-DRY CURED/COUNTRY,2 LBS,PORK
5256,709738,397,DELI,National,CHICKEN/POULTRY,CHIX: ROTISSERIE (HOT), ,POULTRY
5260,710450,2326,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,5.0 OZ,SEAFOOD
5274,712882,5966,MEAT-PCKGD,National,BACON,ECONOMY,12 OZ,PORK
5276,713536,1094,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,16 OZ,UNKNOWN
5280,714637,2209,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,12 OZ,PORK
5287,716896,5248,MEAT,National,TURKEY,GROUND TURKEY,6 PC,POULTRY
5288,717503,397,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,5.5 OZ,POULTRY
5313,723516,1089,MEAT-PCKGD,National,LUNCHMEAT,HAM,5 OZ,PORK
5322,725653,472,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS,.97 OZ,UNKNOWN
5337,728514,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,1 LB,POULTRY
5344,729562,4002,MEAT,National,BEEF,LEAN, ,BOVINE
5348,730508,1094,MEAT-PCKGD,National,HOT DOGS,PREMIUM - BEEF,1 LB,BOVINE
5353,730855,4180,MEAT,National,CHICKEN,WINGS, ,POULTRY
5388,735851,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,29 OZ,POULTRY
5399,738262,830,GROCERY,National,MEAT - SHELF STABLE,VIENNA SAUSAGE,5 OZ,PORK
5419,741560,2186,MEAT-PCKGD,National,LUNCHMEAT,MISCELLANEOUS,2.0 OZ,UNKNOWN
5421,742125,1548,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED - BEEF,14 OZ,BOVINE
5440,745441,69,MEAT-PCKGD,Private,MEAT - MISC,BREAST - BONELESS(IQF),3 LB,POULTRY
5453,748359,2828,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
5464,750439,1094,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,6 OZ,POULTRY
5465,750958,69,MEAT-PCKGD,Private,DINNER SAUSAGE,FRESH,18 OZ,PORK
5471,752610,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,10.55OZ,UNKNOWN
5475,753761,781,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,8 OZ,PORK
5484,754794,4042,MEAT,National,PORK,ENHANCED, ,PORK
5492,756601,1815,MEAT-PCKGD,National,HEAT/SERVE,BREADED - CHICKEN,12 OZ,POULTRY
5495,757211,2065,MEAT,National,CHICKEN,CHICKEN LEGS/QUARTERS,10 LB,POULTRY
5533,764088,1087,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD STICK/PORTON,19 OZ,SEAFOOD
5549,766874,1089,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,1 LB,PORK
5568,770298,2244,DELI,National,DELI MEATS,MEAT: PATES/MOUSSE,8 OZ,UNKNOWN
5578,771486,4591,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
5586,772666,781,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,3 1/2 OZ,PORK
5632,783300,69,MEAT-PCKGD,Private,HOT DOGS,ECONOMY - MEAT,1 LB,UNKNOWN
5644,785679,1094,MEAT-PCKGD,National,LUNCHMEAT,HAM,6 OZ.,PORK
5646,785838,2837,MEAT,National,BEEF,SELECT BEEF, ,BOVINE
5655,786732,4009,MEAT,National,BEEF,PRIMAL, ,BOVINE
5657,787189,1094,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,1 LB,UNKNOWN
5658,787357,69,MEAT-PCKGD,Private,BACON,PREMIUM,16 OZ,PORK
5680,792144,4311,MEAT,National,CHICKEN,CHICKEN WINGS, ,POULTRY
5694,795231,1094,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,10 OZ,POULTRY
5703,797627,4731,MEAT,National,BEEF,GRND/PATTY - CHUCK, ,BOVINE
5715,801072,4056,MEAT,National,PORK,ENHANCED, ,PORK
5753,807475,4246,DELI,National,CHICKEN/POULTRY,CHIX: VALUE ADDED (HOT), ,POULTRY
5785,813681,781,MEAT-PCKGD,National,BACON,PREMIUM,1LB,PORK
5830,819255,1007,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1 LB,PORK
5831,819264,3669,MEAT,National,SMOKED MEATS,SHLDR - PICNIC, ,UNKNOWN
5837,819308,2879,MEAT,National,BEEF,CHOICE BEEF, ,BOVINE
5850,819430,4334,MEAT,National,PORK,STUFFED/MIXED PORK, ,PORK
5894,819809,472,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS,.97 OZ,UNKNOWN
5897,819834,781,GROCERY,National,MEAT - SHELF STABLE,LUNCHEON MEAT,12 OZ,UNKNOWN
5917,819985,101,SEAFOOD-PCKGD,National,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,8 OZ,SEAFOOD
5930,820122,69,MEAT-PCKGD,Private,BACON,ECONOMY,12 OZ,PORK
5949,820307,4636,MEAT,National,TURKEY,TURKEY BREAST BONELESS, ,POULTRY
5953,820326,3846,MEAT,National,BEEF,PATTIES, ,BOVINE
5962,820377,4716,MEAT,National,BEEF,GRND/PATTY - SIRLOIN (90%+), ,BOVINE
5977,820530,1442,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,12 OZ,PORK
6018,820936,3023,MEAT,National,PORK,RIBS - SPARE RIB/BACK RIB, ,PORK
6067,821366,3826,MEAT,National,BEEF,NATURAL BEEF, ,BOVINE
6083,821553,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,14 OZ,SEAFOOD
6100,821674,2825,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
6109,821735,2186,MEAT-PCKGD,National,LUNCHMEAT,HAM,2.5 OZ,PORK
6132,821859,3454,MEAT,National,PORK,ENHANCED, ,PORK
6142,821938,3011,MEAT,National,PORK,FRESH HAMS, ,PORK
6204,822443,3037,MEAT,National,PORK,LOIN - CHOPS BONE-IN, ,PORK
